"position","const","created","modified","description","Title","Title.type","Directors","IMDb.Rating","Runtime..mins.","Year","Genres","Num..Votes","Release.Date..month.day.year.","URL","id"
7336,"tt0119311","Thu Apr 25 03:00:32 2013","Thu Apr 25 03:00:32 2013","","Hoodlum","Feature Film","Bill Duke",6.2,130,"1997","crime, drama",8016,"1997-08-27","http://www.imdb.com/title/tt0119311/","0119311"
2124,"tt0271668","Mon Apr 22 18:29:58 2013","Mon Apr 22 18:29:58 2013","","National Security","Feature Film","Dennis Dugan",5.6,88,"2003","action, comedy, crime, thriller",37938,"2003-01-15","http://www.imdb.com/title/tt0271668/","0271668"
3623,"tt0398027","Mon Apr 22 18:35:16 2013","Mon Apr 22 18:35:16 2013","","Down in the Valley","Feature Film","David Jacobson",6.5,108,"2005","drama, romance, thriller",16480,"2005-05-13","http://www.imdb.com/title/tt0398027/","0398027"
6923,"tt1625346","Thu Apr 25 02:59:02 2013","Thu Apr 25 02:59:02 2013","","Young Adult","Feature Film","Jason Reitman",6.3,94,"2011","comedy, drama",63219,"2011-12-09","http://www.imdb.com/title/tt1625346/","1625346"
5106,"tt0268437","Mon Apr 22 18:39:24 2013","Mon Apr 22 18:39:24 2013","","The Man Who Sued God","Feature Film","Mark Joffe",6.5,97,"2001","comedy, drama, romance",4251,"2001-10-25","http://www.imdb.com/title/tt0268437/","0268437"
6893,"tt1971352","Thu Apr 25 02:59:02 2013","Thu Apr 25 02:59:02 2013","","Compliance","Feature Film","Craig Zobel",6.4,90,"2012","crime, drama, thriller",23697,"2012-01-21","http://www.imdb.com/title/tt1971352/","1971352"
441,"tt0117028","Sun Apr 21 14:35:17 2013","Sun Apr 21 14:35:17 2013","","Message to Love: The Isle of Wight Festival","Documentary","Murray Lerner",7.7,127,"1997","documentary, history, music",443,"1997-02-21","http://www.imdb.com/title/tt0117028/","0117028"
842,"tt1242432","Mon Apr 22 18:26:35 2013","Mon Apr 22 18:26:35 2013","","I Spit on Your Grave","Feature Film","Steven R. Monroe",6.3,108,"2010","crime, horror",53675,"2010-05-01","http://www.imdb.com/title/tt1242432/","1242432"
4013,"tt0081114","Mon Apr 22 18:36:19 2013","Mon Apr 22 18:36:19 2013","","Maniac","Feature Film","William Lustig",6.5,87,"1980","crime, drama, horror, thriller",9787,"1980-05","http://www.imdb.com/title/tt0081114/","0081114"
5506,"tt0129884","Mon Apr 22 18:40:20 2013","Mon Apr 22 18:40:20 2013","","Dog Park","Feature Film","Bruce McCulloch",5.1,91,"1998","comedy, romance",1978,"1998-09-14","http://www.imdb.com/title/tt0129884/","0129884"
4299,"tt0784972","Mon Apr 22 18:37:14 2013","Mon Apr 22 18:37:14 2013","","The Brothers Solomon","Feature Film","Bob Odenkirk",5.3,93,"2007","comedy",9370,"2007-09-07","http://www.imdb.com/title/tt0784972/","0784972"
4197,"tt0093512","Mon Apr 22 18:36:46 2013","Mon Apr 22 18:36:46 2013","","Maurice","Feature Film","James Ivory",7.8,140,"1987","drama, romance",10380,"1987-09-15","http://www.imdb.com/title/tt0093512/","0093512"
1886,"tt0102266","Mon Apr 22 18:29:30 2013","Mon Apr 22 18:29:30 2013","","The Last Boy Scout","Feature Film","Tony Scott",6.9,105,"1991","action, comedy, crime, mystery, thriller",73280,"1991-12-12","http://www.imdb.com/title/tt0102266/","0102266"
6163,"tt0095981","Mon Apr 22 18:42:13 2013","Mon Apr 22 18:42:13 2013","","The Rescue","Feature Film","Ferdinand Fairfax",5.3,97,"1988","action, adventure, drama",814,"1988-08-05","http://www.imdb.com/title/tt0095981/","0095981"
1195,"tt1984153","Mon Apr 22 18:27:29 2013","Mon Apr 22 18:27:29 2013","","Excision","Feature Film","Richard Bates Jr.",6.1,81,"2012","drama, horror",14722,"2012-01-21","http://www.imdb.com/title/tt1984153/","1984153"
1000,"tt1397256","Sun Apr 21 15:28:30 2013","Sun Apr 21 15:28:30 2013","","The Incredible Human Journey","TV Series","",8.3,60,"2009","documentary",568,"2009-05-10","http://www.imdb.com/title/tt1397256/","1397256"
4980,"tt0080354","Mon Apr 22 18:38:56 2013","Mon Apr 22 18:38:56 2013","","Alligator","Feature Film","Lewis Teague",5.9,91,"1980","horror, sci_fi",7656,"1980-07-02","http://www.imdb.com/title/tt0080354/","0080354"
4639,"tt0104549","Mon Apr 22 18:38:23 2013","Mon Apr 22 18:38:23 2013","","Jennifer 8","Feature Film","Bruce Robinson",6.2,124,"1992","crime, drama, mystery, thriller",11855,"1992-11-06","http://www.imdb.com/title/tt0104549/","0104549"
4338,"tt0466771","Mon Apr 22 18:37:15 2013","Mon Apr 22 18:37:15 2013","","Puff, Puff, Pass","Feature Film","Mekhi Phifer",5.6,95,"2006","comedy",3129,"2006-05-09","http://www.imdb.com/title/tt0466771/","0466771"
866,"tt0093870","Mon Apr 22 18:27:02 2013","Mon Apr 22 18:27:02 2013","","RoboCop","Feature Film","Paul Verhoeven",7.5,102,"1987","action, crime, sci_fi, thriller",172765,"1987-07-17","http://www.imdb.com/title/tt0093870/","0093870"
2621,"tt0385705","Mon Apr 22 18:31:22 2013","Mon Apr 22 18:31:22 2013","","The Football Factory","Feature Film","Nick Love",6.9,91,"2004","crime, drama, sport",23201,"2004-05-14","http://www.imdb.com/title/tt0385705/","0385705"
4549,"tt0215545","Mon Apr 22 18:37:50 2013","Mon Apr 22 18:37:50 2013","","Bamboozled","Feature Film","Spike Lee",6.4,135,"2000","comedy, drama, music",8604,"2000-09-18","http://www.imdb.com/title/tt0215545/","0215545"
132,"tt0070683","Sun Jan 15 18:33:11 2012","Sun Jan 15 18:33:11 2012","","She Lives!","TV Movie","Stuart Hagmann",7.7,74,"1973","drama",78,"1973-09-12","http://www.imdb.com/title/tt0070683/","0070683"
3579,"tt0090103","Mon Apr 22 18:35:15 2013","Mon Apr 22 18:35:15 2013","","The Sure Thing","Feature Film","Rob Reiner",7,100,"1985","comedy, drama, romance",14949,"1985-03-01","http://www.imdb.com/title/tt0090103/","0090103"
9245,"tt0249517","Mon Apr 29 19:24:20 2013","Mon Apr 29 19:24:20 2013","","For All Time","TV Movie","Steven Schachter",7.9,84,"2000","drama, sci_fi",599,"2000-10-18","http://www.imdb.com/title/tt0249517/","0249517"
4164,"tt0266971","Mon Apr 22 18:36:46 2013","Mon Apr 22 18:36:46 2013","","The Slaughter Rule","Feature Film","Alex Smith, Andrew J. Smith",6.1,112,"2002","drama, sport",1995,"2002-01-11","http://www.imdb.com/title/tt0266971/","0266971"
7757,"tt0901507","Mon Apr 29 17:38:35 2013","Mon Apr 29 17:38:35 2013","","Rise of the Footsoldier","Feature Film","Julian Gilbey",6.9,119,"2007","biography, crime, drama",15806,"2007-09-07","http://www.imdb.com/title/tt0901507/","0901507"
2122,"tt0329717","Mon Apr 22 18:29:58 2013","Mon Apr 22 18:29:58 2013","","Hollywood Homicide","Feature Film","Ron Shelton",5.3,116,"2003","action, comedy, crime, thriller",30694,"2003-06-10","http://www.imdb.com/title/tt0329717/","0329717"
7669,"tt1303235","Thu Apr 25 03:02:06 2013","Thu Apr 25 03:02:06 2013","","Blue Ridge","Feature Film","Vince Sweeney",6.2,90,"2014","drama",103,"2014-06-20","http://www.imdb.com/title/tt1303235/","1303235"
6398,"tt0075990","Mon Apr 22 18:42:42 2013","Mon Apr 22 18:42:42 2013","","End of the World","Feature Film","John Hayes",2.8,88,"1977","mystery, sci_fi, thriller",580,"1977-08","http://www.imdb.com/title/tt0075990/","0075990"
6939,"tt1126618","Thu Apr 25 02:59:03 2013","Thu Apr 25 02:59:03 2013","","Morning Glory","Feature Film","Roger Michell",6.5,107,"2010","comedy, drama, romance",56888,"2010-11-10","http://www.imdb.com/title/tt1126618/","1126618"
5288,"tt0328802","Mon Apr 22 18:39:51 2013","Mon Apr 22 18:39:51 2013","","September 11","Feature Film","Youssef Chahine, Amos Gitaï",7,134,"2002","drama",4821,"2002-09-05","http://www.imdb.com/title/tt0328802/","0328802"
5166,"tt0094886","Mon Apr 22 18:39:25 2013","Mon Apr 22 18:39:25 2013","","Clownhouse","Feature Film","Victor Salva",5.8,81,"1989","horror",3145,"1989-01","http://www.imdb.com/title/tt0094886/","0094886"
7462,"tt0079822","Thu Apr 25 03:01:04 2013","Thu Apr 25 03:01:04 2013","","Roller Boogie","Feature Film","Mark L. Lester",4.3,103,"1979","drama, music, romance",1221,"1979-12-19","http://www.imdb.com/title/tt0079822/","0079822"
1610,"tt1640548","Mon Apr 22 18:28:28 2013","Mon Apr 22 18:28:28 2013","","Rampart","Feature Film","Oren Moverman",5.8,108,"2011","crime, drama",19115,"2011-09-10","http://www.imdb.com/title/tt1640548/","1640548"
1051,"tt0460740","Mon Apr 22 18:27:04 2013","Mon Apr 22 18:27:04 2013","","Cashback","Feature Film","Sean Ellis",7.2,102,"2006","comedy, drama, romance",70994,"2006-09-10","http://www.imdb.com/title/tt0460740/","0460740"
7078,"tt0468492","Thu Apr 25 02:59:05 2013","Thu Apr 25 02:59:05 2013","","The Host","Feature Film","Joon Ho Bong",7,120,"2006","action, drama, horror, sci_fi",66233,"2006-05-21","http://www.imdb.com/title/tt0468492/","0468492"
4859,"tt0106315","Mon Apr 22 18:38:54 2013","Mon Apr 22 18:38:54 2013","","Aspen Extreme","Feature Film","Patrick Hasburgh",5.8,113,"1993","drama",2295,"1993-01-22","http://www.imdb.com/title/tt0106315/","0106315"
7487,"tt0091647","Thu Apr 25 03:01:05 2013","Thu Apr 25 03:01:05 2013","","Nomads","Feature Film","John McTiernan",5.5,91,"1986","horror, mystery, thriller",2698,"1986-01","http://www.imdb.com/title/tt0091647/","0091647"
7426,"tt0067900","Thu Apr 25 03:01:04 2013","Thu Apr 25 03:01:04 2013","","Un Flic","Feature Film","Jean-Pierre Melville",7.1,98,"1972","crime, thriller",5029,"1972-10-25","http://www.imdb.com/title/tt0067900/","0067900"
3901,"tt0111359","Mon Apr 22 18:36:18 2013","Mon Apr 22 18:36:18 2013","","Tall Tale","Feature Film","Jeremiah Chechik",5.8,98,"1995","adventure, family, fantasy, western",2564,"1995-03-24","http://www.imdb.com/title/tt0111359/","0111359"
249,"tt0079049","Fri Jan 20 13:16:19 2012","Fri Jan 20 13:16:19 2012","","Diary of a Teenage Hitchhiker","TV Movie","Ted Post",6.4,96,"1979","drama",90,"1979-09-21","http://www.imdb.com/title/tt0079049/","0079049"
8768,"tt1724572","Mon Apr 29 19:23:25 2013","Mon Apr 29 19:23:25 2013","","The Suspicions of Mr Whicher: The Murder at Road Hill House","TV Movie","James Hawes",6.5,95,"2011","crime, drama, mystery",1018,"2011-04-25","http://www.imdb.com/title/tt1724572/","1724572"
3418,"tt0118954","Mon Apr 22 18:34:20 2013","Mon Apr 22 18:34:20 2013","","Deconstructing Harry","Feature Film","Woody Allen",7.4,96,"1997","comedy",34652,"1997-08-26","http://www.imdb.com/title/tt0118954/","0118954"
37,"tt1294790","Sun Apr 14 11:19:33 2013","Sun Apr 14 11:19:33 2013","","The End of America","Documentary","Ricki Stern, Anne Sundberg",7.5,NA,"2008","documentary",739,"2008-10","http://www.imdb.com/title/tt1294790/","1294790"
1480,"tt0107144","Mon Apr 22 18:28:26 2013","Mon Apr 22 18:28:26 2013","","Hot Shots! Part Deux","Feature Film","Jim Abrahams",6.6,86,"1993","action, comedy",64489,"1993-05-21","http://www.imdb.com/title/tt0107144/","0107144"
7756,"tt0421082","Mon Apr 29 17:38:35 2013","Mon Apr 29 17:38:35 2013","","Control","Feature Film","Anton Corbijn",7.8,122,"2007","biography, drama, music",49985,"2007-05-17","http://www.imdb.com/title/tt0421082/","0421082"
5438,"tt0110305","Mon Apr 22 18:40:19 2013","Mon Apr 22 18:40:19 2013","","Lassie","Feature Film","Daniel Petrie",5.8,94,"1994","family, adventure",3649,"1994-07-22","http://www.imdb.com/title/tt0110305/","0110305"
171,"tt0077610","Sun Jan 15 18:51:22 2012","Sun Jan 15 18:51:22 2012","","The Ghost of Flight 401","TV Movie","Steven Hilliard Stern",6.1,100,"1978","mystery, drama, thriller",351,"1978-02-18","http://www.imdb.com/title/tt0077610/","0077610"
159,"tt2092011","Mon Apr 22 18:23:22 2013","Mon Apr 22 18:23:22 2013","","What Richard Did","Feature Film","Leonard Abrahamson",6.3,88,"2012","drama",3359,"2012-09-09","http://www.imdb.com/title/tt2092011/","2092011"
8415,"tt2103264","Mon Apr 29 18:16:34 2013","Mon Apr 29 18:16:34 2013","","Emperor","Feature Film","Peter Webber",6.5,105,"2012","drama, history",10020,"2012-09-14","http://www.imdb.com/title/tt2103264/","2103264"
5553,"tt0087981","Mon Apr 22 18:40:21 2013","Mon Apr 22 18:40:21 2013","","Razorback","Feature Film","Russell Mulcahy",6,95,"1984","horror, thriller",3597,"1984-04-19","http://www.imdb.com/title/tt0087981/","0087981"
1988,"tt2085930","Mon Apr 22 18:29:32 2013","Mon Apr 22 18:29:32 2013","","Starship Troopers: Invasion","Feature Film","Shinji Aramaki",5.9,89,"2012","animation, action, sci_fi",8358,"2012-07-21","http://www.imdb.com/title/tt2085930/","2085930"
999,"tt1212419","Mon Apr 22 18:27:04 2013","Mon Apr 22 18:27:04 2013","","Hereafter","Feature Film","Clint Eastwood",6.5,129,"2010","drama, fantasy",78726,"2010-09-12","http://www.imdb.com/title/tt1212419/","1212419"
6700,"tt0103639","Mon Apr 22 22:45:12 2013","Mon Apr 22 22:45:12 2013","","Aladdin","Feature Film","Ron Clements, John Musker",8,90,"1992","animation, adventure, comedy, family, fantasy, musical, romance",246907,"1992-11-11","http://www.imdb.com/title/tt0103639/","0103639"
6570,"tt0070284","Mon Apr 22 18:43:42 2013","Mon Apr 22 18:43:42 2013","","Lady Ice","Feature Film","Tom Gries",4.7,93,"1973","crime, thriller, drama",193,"1973-07-13","http://www.imdb.com/title/tt0070284/","0070284"
8054,"tt0800219","Mon Apr 29 17:39:46 2013","Mon Apr 29 17:39:46 2013","","Stardust: The Bette Davis Story","Documentary","Peter Jones, Mark Catalena",8.7,88,"2006","documentary, biography",437,"2006-05-03","http://www.imdb.com/title/tt0800219/","0800219"
3045,"tt0085794","Mon Apr 22 18:33:24 2013","Mon Apr 22 18:33:24 2013","","The King of Comedy","Feature Film","Martin Scorsese",7.8,109,"1982","comedy, drama",49374,"1982-12-18","http://www.imdb.com/title/tt0085794/","0085794"
2437,"tt0115736","Mon Apr 22 18:30:55 2013","Mon Apr 22 18:30:55 2013","","Bound","Feature Film","The Wachowski Brothers, The Wachowski Brothers",7.4,108,"1996","crime, drama, romance, thriller",40001,"1996-08-31","http://www.imdb.com/title/tt0115736/","0115736"
8796,"tt0120617","Mon Apr 29 19:23:52 2013","Mon Apr 29 19:23:52 2013","","Bravo Two Zero","TV Movie","Tom Clegg",6.9,122,"1999","action, adventure, drama, thriller, war",3144,"1999-06-15","http://www.imdb.com/title/tt0120617/","0120617"
1031,"tt2040560","Mon Apr 22 18:27:04 2013","Mon Apr 22 18:27:04 2013","","The Pact","Feature Film","Nicholas McCarthy",5.8,89,"2012","horror, mystery, thriller",18670,"2012-01-20","http://www.imdb.com/title/tt2040560/","2040560"
8917,"tt1054478","Mon Apr 29 19:23:54 2013","Mon Apr 29 19:23:54 2013","","Daniel Tosh: Completely Serious","TV Special","Manny Rodriguez",7.7,60,"2007","comedy",2237,"2007-06-17","http://www.imdb.com/title/tt1054478/","1054478"
4828,"tt0087197","Mon Apr 22 18:38:53 2013","Mon Apr 22 18:38:53 2013","","Electric Dreams","Feature Film","Steve Barron",6.5,95,"1984","comedy, drama, music, romance, sci_fi",5149,"1984-07-20","http://www.imdb.com/title/tt0087197/","0087197"
1069,"tt0391897","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","D-Day: Code Name Overlord","Documentary","Lanny Lee",8,180,"1998","documentary",31,"1998","http://www.imdb.com/title/tt0391897/","0391897"
1015,"tt1267170","Sun Apr 21 15:28:30 2013","Sun Apr 21 15:28:30 2013","","How the Earth Was Made","Documentary","Peter Chinn",8.1,90,"2007","documentary",361,"2007-12-16","http://www.imdb.com/title/tt1267170/","1267170"
5945,"tt0074599","Mon Apr 22 18:41:46 2013","Mon Apr 22 18:41:46 2013","","Gus","Feature Film","Vincent McEveety",5.8,96,"1976","comedy, family, sport",1032,"1976-07-07","http://www.imdb.com/title/tt0074599/","0074599"
1874,"tt0094812","Mon Apr 22 18:29:30 2013","Mon Apr 22 18:29:30 2013","","Bull Durham","Feature Film","Ron Shelton",7.1,108,"1988","comedy, romance, sport",35577,"1988-06-15","http://www.imdb.com/title/tt0094812/","0094812"
573,"tt1155592","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Man on Wire","Documentary","James Marsh",7.9,94,"2008","documentary, biography, crime, history, thriller",38076,"2008-01-22","http://www.imdb.com/title/tt1155592/","1155592"
777,"tt0799949","Mon Apr 22 18:26:35 2013","Mon Apr 22 18:26:35 2013","","Epic Movie","Feature Film","Jason Friedberg, Aaron Seltzer",2.3,86,"2007","adventure, comedy",87652,"2007-01-25","http://www.imdb.com/title/tt0799949/","0799949"
3632,"tt0314412","Mon Apr 22 18:35:17 2013","Mon Apr 22 18:35:17 2013","","My Life Without Me","Feature Film","Isabel Coixet",7.6,106,"2003","drama, romance",20841,"2003-02-10","http://www.imdb.com/title/tt0314412/","0314412"
3224,"tt0276816","Mon Apr 22 18:33:51 2013","Mon Apr 22 18:33:51 2013","","Below","Feature Film","David Twohy",6.2,105,"2002","horror, mystery, thriller",17329,"2002-10-11","http://www.imdb.com/title/tt0276816/","0276816"
3053,"tt2326612","Mon Apr 22 18:33:24 2013","Mon Apr 22 18:33:24 2013","","The Captive","Feature Film","Atom Egoyan",5.9,112,"2014","crime, drama, mystery, thriller",16511,"2014-05-16","http://www.imdb.com/title/tt2326612/","2326612"
5286,"tt0366996","Mon Apr 22 18:39:51 2013","Mon Apr 22 18:39:51 2013","","The Saddest Music in the World","Feature Film","Guy Maddin",7.2,100,"2003","comedy, musical",5002,"2003-08-31","http://www.imdb.com/title/tt0366996/","0366996"
198,"tt0071562","Mon Apr 22 18:23:55 2013","Mon Apr 22 18:23:55 2013","","The Godfather: Part II","Feature Film","Francis Ford Coppola",9,202,"1974","crime, drama",749783,"1974-12-12","http://www.imdb.com/title/tt0071562/","0071562"
3654,"tt0071994","Mon Apr 22 18:35:46 2013","Mon Apr 22 18:35:46 2013","","Phantom of the Paradise","Feature Film","Brian De Palma",7.4,92,"1974","comedy, drama, fantasy, music, musical, romance, thriller",10599,"1974-10-31","http://www.imdb.com/title/tt0071994/","0071994"
5350,"tt0108410","Mon Apr 22 18:39:52 2013","Mon Apr 22 18:39:52 2013","","Twenty Bucks","Feature Film","Keva Rosenfeld",6.4,91,"1993","comedy, drama",3101,"1993-01","http://www.imdb.com/title/tt0108410/","0108410"
9061,"tt2374835","Mon Apr 29 19:24:18 2013","Mon Apr 29 19:24:18 2013","","The Best of Men","TV Movie","Tim Whitby",8.1,90,"2012","biography",695,"2012-08-16","http://www.imdb.com/title/tt2374835/","2374835"
5259,"tt0115493","Mon Apr 22 18:39:51 2013","Mon Apr 22 18:39:51 2013","","Alaska","Feature Film","Fraser C. Heston",5.7,109,"1996","adventure, family",4180,"1996-08-14","http://www.imdb.com/title/tt0115493/","0115493"
4391,"tt0096018","Mon Apr 22 18:37:18 2013","Mon Apr 22 18:37:18 2013","","Running on Empty","Feature Film","Sidney Lumet",7.7,116,"1988","crime, drama, music, romance",9904,"1988-09-07","http://www.imdb.com/title/tt0096018/","0096018"
5780,"tt0071565","Mon Apr 22 18:41:19 2013","Mon Apr 22 18:41:19 2013","","Godzilla vs. Mechagodzilla","Feature Film","Jun Fukuda",6.3,84,"1974","action, fantasy, horror, sci_fi",3428,"1974-03-21","http://www.imdb.com/title/tt0071565/","0071565"
318,"tt0473434","Sun Apr 21 14:34:19 2013","Sun Apr 21 14:34:19 2013","","49 Up","Documentary","Michael Apted, Paul Almond",8.2,180,"2005","documentary, biography",2056,"2005-09-15","http://www.imdb.com/title/tt0473434/","0473434"
7957,"tt1113829","Mon Apr 29 17:39:19 2013","Mon Apr 29 17:39:19 2013","","George Harrison: Living in the Material World","Documentary","Martin Scorsese",8.2,208,"2011","documentary, biography, music",6497,"2011-09-02","http://www.imdb.com/title/tt1113829/","1113829"
114,"tt1758830","Mon Apr 22 18:23:21 2013","Mon Apr 22 18:23:21 2013","","This Is 40","Feature Film","Judd Apatow",6.2,134,"2012","comedy",100447,"2012-12-20","http://www.imdb.com/title/tt1758830/","1758830"
7728,"tt0977855","Mon Apr 29 17:38:35 2013","Mon Apr 29 17:38:35 2013","","Fair Game","Feature Film","Doug Liman",6.8,108,"2010","biography, drama, thriller",37506,"2010-05-20","http://www.imdb.com/title/tt0977855/","0977855"
1058,"tt1267297","Mon Apr 22 18:27:05 2013","Mon Apr 22 18:27:05 2013","","Hercules","Feature Film","Brett Ratner",6,98,"2014","action, adventure",109633,"2014-07-23","http://www.imdb.com/title/tt1267297/","1267297"
8379,"tt1029235","Mon Apr 29 18:16:33 2013","Mon Apr 29 18:16:33 2013","","Max Manus: Man of War","Feature Film","Joachim Rønning, Espen Sandberg",7.3,118,"2008","action, biography, drama, history, war",21443,"2008-12-19","http://www.imdb.com/title/tt1029235/","1029235"
4372,"tt0115994","Mon Apr 22 18:37:18 2013","Mon Apr 22 18:37:18 2013","","Curdled","Feature Film","Reb Braddock",5.9,88,"1996","comedy, crime, thriller",4031,"1996-09-06","http://www.imdb.com/title/tt0115994/","0115994"
2147,"tt0466909","Mon Apr 22 18:29:58 2013","Mon Apr 22 18:29:58 2013","","The Omen","Feature Film","John Moore",5.5,110,"2006","horror, mystery, thriller",47692,"2006-06-06","http://www.imdb.com/title/tt0466909/","0466909"
9475,"tt0332300","Mon Apr 29 19:24:56 2013","Mon Apr 29 19:24:56 2013","","Out of Control","TV Movie","Dominic Savage",8,90,"2002","crime, drama",164,"2002-08-18","http://www.imdb.com/title/tt0332300/","0332300"
6916,"tt0120770","Thu Apr 25 02:59:02 2013","Thu Apr 25 02:59:02 2013","","A Night at the Roxbury","Feature Film","John Fortenberry",6.2,82,"1998","comedy, music, romance",47343,"1998-10-01","http://www.imdb.com/title/tt0120770/","0120770"
7559,"tt0105242","Thu Apr 25 03:01:33 2013","Thu Apr 25 03:01:33 2013","","Shatterbrain","Feature Film","Dan O'Bannon",6.4,108,"1991","horror, sci_fi",2237,"1991-10","http://www.imdb.com/title/tt0105242/","0105242"
1193,"tt0434352","Sun Apr 21 15:28:32 2013","Sun Apr 21 15:28:32 2013","","Space Odyssey: The Robot Pioneers","Documentary","Christopher Riley",7.6,50,"2004","documentary",42,"2004-11-09","http://www.imdb.com/title/tt0434352/","0434352"
2081,"tt0114614","Mon Apr 22 18:29:57 2013","Mon Apr 22 18:29:57 2013","","Tank Girl","Feature Film","Rachel Talalay",5.2,104,"1995","action, comedy, sci_fi",24084,"1995-03-31","http://www.imdb.com/title/tt0114614/","0114614"
8287,"tt0084335","Mon Apr 29 18:16:31 2013","Mon Apr 29 18:16:31 2013","","Missing","Feature Film","Costa-Gavras",7.8,122,"1982","drama, history, mystery, thriller",13215,"1982-02-12","http://www.imdb.com/title/tt0084335/","0084335"
1145,"tt0126376","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Ladies and Gentlemen, Mr. Leonard Cohen","Documentary","Donald Brittain, Don Owen",7.4,45,"1965","documentary, biography",275,"1965","http://www.imdb.com/title/tt0126376/","0126376"
715,"tt0102685","Mon Apr 22 18:26:34 2013","Mon Apr 22 18:26:34 2013","","Point Break","Feature Film","Kathryn Bigelow",7.2,122,"1991","action, crime, thriller",105982,"1991-07-12","http://www.imdb.com/title/tt0102685/","0102685"
199,"tt0076031","Mon Jan 16 03:15:33 2012","Mon Jan 16 03:15:33 2012","","Fire!","TV Movie","Earl Bellamy",5.2,100,"1977","drama, action",175,"1977-05-08","http://www.imdb.com/title/tt0076031/","0076031"
2751,"tt0358135","Mon Apr 22 18:31:48 2013","Mon Apr 22 18:31:48 2013","","Shall We Dance","Feature Film","Peter Chelsom",6.1,106,"2004","comedy, drama, romance",34461,"2004-10-15","http://www.imdb.com/title/tt0358135/","0358135"
3136,"tt0328099","Mon Apr 22 18:33:50 2013","Mon Apr 22 18:33:50 2013","","Malibu's Most Wanted","Feature Film","John Whitesell",5.1,86,"2003","comedy, crime",15714,"2003-04-10","http://www.imdb.com/title/tt0328099/","0328099"
9346,"tt0312250","Mon Apr 29 19:24:54 2013","Mon Apr 29 19:24:54 2013","","Welcome to Eltingville","TV Movie","Chuck Sheetz",7.9,30,"2002","animation, comedy",125,"2002-03-03","http://www.imdb.com/title/tt0312250/","0312250"
4879,"tt0116240","Mon Apr 22 18:38:54 2013","Mon Apr 22 18:38:54 2013","","The Evening Star","Feature Film","Robert Harling",5.8,129,"1996","comedy, drama",3358,"1996-12-05","http://www.imdb.com/title/tt0116240/","0116240"
78,"tt1371111","Mon Apr 22 18:23:20 2013","Mon Apr 22 18:23:20 2013","","Cloud Atlas","Feature Film","Tom Tykwer, Andy Wachowski",7.5,172,"2012","drama, sci_fi",275125,"2012-09-08","http://www.imdb.com/title/tt1371111/","1371111"
4089,"tt0119123","Mon Apr 22 18:36:45 2013","Mon Apr 22 18:36:45 2013","","Fire Down Below","Feature Film","Felix Enriquez Alcalá",4.9,105,"1997","action, drama, thriller",13280,"1997-09-05","http://www.imdb.com/title/tt0119123/","0119123"
241,"tt0068248","Fri Jan 20 13:10:27 2012","Fri Jan 20 13:10:27 2012","","Baffled!","TV Movie","Philip Leacock",6,90,"1973","thriller",147,"1973-01-30","http://www.imdb.com/title/tt0068248/","0068248"
4257,"tt0101891","Mon Apr 22 18:37:13 2013","Mon Apr 22 18:37:13 2013","","The Five Heartbeats","Feature Film","Robert Townsend",7.5,121,"1991","drama, music",2551,"1991-03-29","http://www.imdb.com/title/tt0101891/","0101891"
4243,"tt0089826","Mon Apr 22 18:37:13 2013","Mon Apr 22 18:37:13 2013","","Porky's Revenge","Feature Film","James Komack",4.6,92,"1985","comedy",5863,"1985-03-22","http://www.imdb.com/title/tt0089826/","0089826"
965,"tt1213644","Mon Apr 22 18:27:03 2013","Mon Apr 22 18:27:03 2013","","Disaster Movie","Feature Film","Jason Friedberg, Aaron Seltzer",1.9,87,"2008","comedy",73219,"2008-08-29","http://www.imdb.com/title/tt1213644/","1213644"
4844,"tt0094118","Mon Apr 22 18:38:53 2013","Mon Apr 22 18:38:53 2013","","Teen Wolf Too","Feature Film","Christopher Leitch",3.1,95,"1987","comedy, fantasy",8319,"1987-11-20","http://www.imdb.com/title/tt0094118/","0094118"
4923,"tt0171685","Mon Apr 22 18:38:55 2013","Mon Apr 22 18:38:55 2013","","Ratcatcher","Feature Film","Lynne Ramsay",7.5,94,"1999","drama",5727,"1999-05-13","http://www.imdb.com/title/tt0171685/","0171685"
122,"tt0395417","Sun Apr 14 11:21:47 2013","Sun Apr 14 11:21:47 2013","","Space Odyssey: Voyage to the Planets","Documentary","Joe Ahearne",7.8,100,"2004","documentary, drama, sci_fi",831,"2004-11-09","http://www.imdb.com/title/tt0395417/","0395417"
7688,"tt0964517","Mon Apr 29 17:38:34 2013","Mon Apr 29 17:38:34 2013","","The Fighter","Feature Film","David O. Russell",7.9,116,"2010","biography, drama, sport",265725,"2010-12-10","http://www.imdb.com/title/tt0964517/","0964517"
1022,"tt1283572","Sun Apr 21 15:28:30 2013","Sun Apr 21 15:28:30 2013","","Evolve","TV Series","",8.3,NA,"2008","documentary",72,"2008-07-29","http://www.imdb.com/title/tt1283572/","1283572"
